,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_popularity,explicit,artists,genres,album_popularity,artist_popularity
10,0.831,0.36,0.0,-8.073,1.0,0.052,0.136,0.00217,0.0703,0.601,75.014,audio_features,3WfSNAoj2D8C9noPSGZZFM,spotify:track:3WfSNAoj2D8C9noPSGZZFM,https://api.spotify.com/v1/tracks/3WfSNAoj2D8C9noPSGZZFM,https://api.spotify.com/v1/audio-analysis/3WfSNAoj2D8C9noPSGZZFM,232212.0,4.0,65,False,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'pop rap', 'rap']]",[82],[87]
11,0.742,0.553,8.0,-8.98,1.0,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440.0,4.0,75,True,['Mac Miller'],"[['hip hop', 'pittsburgh rap', 'pop rap', 'rap']]",[82],[87]
12,0.471,0.411,0.0,-9.5,1.0,0.295,0.81,0.0,0.135,0.363,89.484,audio_features,3PAptX72PPmjj1Igms0zjo,spotify:track:3PAptX72PPmjj1Igms0zjo,https://api.spotify.com/v1/tracks/3PAptX72PPmjj1Igms0zjo,https://api.spotify.com/v1/audio-analysis/3PAptX72PPmjj1Igms0zjo,211227.0,1.0,65,True,['Jhené Aiko'],"[['alternative r&b', 'pop', 'r&b', 'urban contemporary']]",[61],[84]
13,0.866,0.679,6.0,-6.74,0.0,0.388,0.214,4.8e-06,0.101,0.272,115.015,audio_features,7xAE36UUNgyDJDIM4yiucY,spotify:track:7xAE36UUNgyDJDIM4yiucY,https://api.spotify.com/v1/tracks/7xAE36UUNgyDJDIM4yiucY,https://api.spotify.com/v1/audio-analysis/7xAE36UUNgyDJDIM4yiucY,268087.0,4.0,35,False,"['Teedra Moses', 'KAYTRANADA']","[['alternative r&b', 'hip pop', 'indie r&b', 'neo soul', 'r&b', 'urban contemporary'], ['escape room', 'indie soul', 'lgbtq+ hip hop']]","[31, 31]","[54, 74]"
14,0.672,0.66,6.0,-6.788,0.0,0.0387,0.122,0.0,0.109,0.462,152.077,audio_features,1LGPfXrL1gxe6xw2AFMR9w,spotify:track:1LGPfXrL1gxe6xw2AFMR9w,https://api.spotify.com/v1/tracks/1LGPfXrL1gxe6xw2AFMR9w,https://api.spotify.com/v1/audio-analysis/1LGPfXrL1gxe6xw2AFMR9w,182921.0,4.0,7,False,['Heartstreets'],[['montreal indie']],[22],[30]
15,0.913,0.201,0.0,-9.511,1.0,0.15,0.0979,0.487,0.0867,0.519,87.359,audio_features,7hzgk557YLr0722EFkmp9Z,spotify:track:7hzgk557YLr0722EFkmp9Z,https://api.spotify.com/v1/tracks/7hzgk557YLr0722EFkmp9Z,https://api.spotify.com/v1/audio-analysis/7hzgk557YLr0722EFkmp9Z,382333.0,4.0,57,False,"[""D'Angelo""]","[['alternative r&b', 'funk', 'hip hop', 'indie soul', 'neo soul', 'soul']]",[64],[68]
16,0.844,0.558,9.0,-11.416,0.0,0.153,0.243,0.647,0.0893,0.353,90.888,audio_features,7h0lBmuSh2fvhQFWYbdE9f,spotify:track:7h0lBmuSh2fvhQFWYbdE9f,https://api.spotify.com/v1/tracks/7h0lBmuSh2fvhQFWYbdE9f,https://api.spotify.com/v1/audio-analysis/7h0lBmuSh2fvhQFWYbdE9f,267578.0,4.0,46,False,['Gabriel Garzón-Montano'],"[['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']]",[43],[51]
17,0.668,0.0556,0.0,-13.137,1.0,0.0811,0.904,0.00281,0.0752,0.165,115.896,audio_features,4dsGlV9PQLUYNuiHq8sZrl,spotify:track:4dsGlV9PQLUYNuiHq8sZrl,https://api.spotify.com/v1/tracks/4dsGlV9PQLUYNuiHq8sZrl,https://api.spotify.com/v1/audio-analysis/4dsGlV9PQLUYNuiHq8sZrl,298907.0,3.0,0,False,['Gabriel Garzón-Montano'],"[['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']]",[0],[51]
18,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,audio_features,6U0FIYXCQ3TGrk4tFpLrEA,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/tracks/6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/audio-analysis/6U0FIYXCQ3TGrk4tFpLrEA,204533.0,4.0,83,True,['BROCKHAMPTON'],"[['boy band', 'hip hop', 'pop', 'rap']]",[82],[81]
19,0.529,0.579,0.0,-5.227,1.0,0.227,0.232,0.0,0.0668,0.605,83.934,audio_features,5caYlf7Ikzei06lf1SWzMD,spotify:track:5caYlf7Ikzei06lf1SWzMD,https://api.spotify.com/v1/tracks/5caYlf7Ikzei06lf1SWzMD,https://api.spotify.com/v1/audio-analysis/5caYlf7Ikzei06lf1SWzMD,209736.0,1.0,1,True,['Steven G'],[[]],[0],[37]
20,0.727,0.548,11.0,-5.325,0.0,0.0341,0.742,0.000295,0.262,0.5,125.884,audio_features,5yvbATMULkPCaGSzpeuive,spotify:track:5yvbATMULkPCaGSzpeuive,https://api.spotify.com/v1/tracks/5yvbATMULkPCaGSzpeuive,https://api.spotify.com/v1/audio-analysis/5yvbATMULkPCaGSzpeuive,129524.0,4.0,45,True,[],[],[40],[]
21,0.533,0.444,4.0,-9.979,1.0,0.116,0.858,0.00288,0.137,0.445,83.732,audio_features,1cSK6kpKUmvv8uFZ6xbQz7,spotify:track:1cSK6kpKUmvv8uFZ6xbQz7,https://api.spotify.com/v1/tracks/1cSK6kpKUmvv8uFZ6xbQz7,https://api.spotify.com/v1/audio-analysis/1cSK6kpKUmvv8uFZ6xbQz7,120869.0,4.0,16,False,['Peach Tree Rascals'],"[['alternative r&b', 'indie r&b', 'pop']]",[12],[73]
22,0.588,0.347,8.0,-12.051,1.0,0.0609,0.899,0.0,0.116,0.46,95.618,audio_features,4w0rqqWG3w4YKVRARrEyqx,spotify:track:4w0rqqWG3w4YKVRARrEyqx,https://api.spotify.com/v1/tracks/4w0rqqWG3w4YKVRARrEyqx,https://api.spotify.com/v1/audio-analysis/4w0rqqWG3w4YKVRARrEyqx,240672.0,4.0,19,True,['Peach Tree Rascals'],"[['alternative r&b', 'indie r&b', 'pop']]",[15],[73]
23,0.654,0.441,10.0,-6.673,1.0,0.0248,0.528,0.0,0.113,0.383,96.009,audio_features,2PhljZgPDX8bpfPHYzlyY2,spotify:track:2PhljZgPDX8bpfPHYzlyY2,https://api.spotify.com/v1/tracks/2PhljZgPDX8bpfPHYzlyY2,https://api.spotify.com/v1/audio-analysis/2PhljZgPDX8bpfPHYzlyY2,226972.0,4.0,47,False,['Dori Valentine'],[[]],[42],[37]
24,0.811,0.401,4.0,-4.909,1.0,0.0409,0.105,0.0,0.0785,0.815,86.023,audio_features,0AzacpqYhvdOSbFvJ6eCKr,spotify:track:0AzacpqYhvdOSbFvJ6eCKr,https://api.spotify.com/v1/tracks/0AzacpqYhvdOSbFvJ6eCKr,https://api.spotify.com/v1/audio-analysis/0AzacpqYhvdOSbFvJ6eCKr,100563.0,4.0,56,False,['Steve Lacy'],[['rap']],[67],[73]
25,0.573,0.707,5.0,-7.255,0.0,0.0944,0.0532,0.00231,0.0911,0.0577,136.222,audio_features,7AeebdvXcGtJW4tItjdauO,spotify:track:7AeebdvXcGtJW4tItjdauO,https://api.spotify.com/v1/tracks/7AeebdvXcGtJW4tItjdauO,https://api.spotify.com/v1/audio-analysis/7AeebdvXcGtJW4tItjdauO,544026.0,4.0,47,False,"['Steve Lacy', 'DAISY']","[['rap'], ['la pop']]","[67, 67]","[73, 44]"
26,0.482,0.788,7.0,-6.309,1.0,0.0425,0.113,0.00437,0.344,0.854,191.776,audio_features,4IroNECciKcq3M2QtSTus7,spotify:track:4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/tracks/4IroNECciKcq3M2QtSTus7,https://api.spotify.com/v1/audio-analysis/4IroNECciKcq3M2QtSTus7,213798.0,4.0,59,False,['Steve Lacy'],[['rap']],[67],[73]
27,0.644,0.931,8.0,-5.343,0.0,0.0687,0.148,0.0558,0.386,0.912,174.881,audio_features,30o8E8pmxyWDVvjud2WE5i,spotify:track:30o8E8pmxyWDVvjud2WE5i,https://api.spotify.com/v1/tracks/30o8E8pmxyWDVvjud2WE5i,https://api.spotify.com/v1/audio-analysis/30o8E8pmxyWDVvjud2WE5i,109819.0,4.0,54,True,[],[],[67],[]
28,0.815,0.731,5.0,-7.615,0.0,0.0795,0.0412,0.000263,0.215,0.497,128.968,audio_features,1omb5x3QAi6sY9yGxvi22V,spotify:track:1omb5x3QAi6sY9yGxvi22V,https://api.spotify.com/v1/tracks/1omb5x3QAi6sY9yGxvi22V,https://api.spotify.com/v1/audio-analysis/1omb5x3QAi6sY9yGxvi22V,141531.0,4.0,45,False,['Steve Lacy'],[['rap']],[67],[73]
29,0.543,0.59,9.0,-9.379,0.0,0.0393,0.0242,0.0404,0.577,0.741,79.882,audio_features,2ezzd77TFTHCK2EuV6Y8uF,spotify:track:2ezzd77TFTHCK2EuV6Y8uF,https://api.spotify.com/v1/tracks/2ezzd77TFTHCK2EuV6Y8uF,https://api.spotify.com/v1/audio-analysis/2ezzd77TFTHCK2EuV6Y8uF,183075.0,3.0,49,False,['Steve Lacy'],[['rap']],[67],[73]
30,0.824,0.716,0.0,-7.089,1.0,0.0526,0.000916,0.0148,0.299,0.771,107.994,audio_features,6L8EJ6DWUeQ9nsSjGB5KEX,spotify:track:6L8EJ6DWUeQ9nsSjGB5KEX,https://api.spotify.com/v1/tracks/6L8EJ6DWUeQ9nsSjGB5KEX,https://api.spotify.com/v1/audio-analysis/6L8EJ6DWUeQ9nsSjGB5KEX,160183.0,4.0,48,False,['Steve Lacy'],[['rap']],[67],[73]
31,0.61,0.439,0.0,-7.708,1.0,0.0339,0.983,0.00385,0.437,0.47,121.009,audio_features,4ROD1HZkO637qa3bSGOSku,spotify:track:4ROD1HZkO637qa3bSGOSku,https://api.spotify.com/v1/tracks/4ROD1HZkO637qa3bSGOSku,https://api.spotify.com/v1/audio-analysis/4ROD1HZkO637qa3bSGOSku,120770.0,4.0,45,True,['Steve Lacy'],[['rap']],[67],[73]
32,0.421,0.887,0.0,-4.929,1.0,0.0574,0.18,0.00177,0.52,0.45,78.986,audio_features,7MlAND46qL6L5npwOhbaZK,spotify:track:7MlAND46qL6L5npwOhbaZK,https://api.spotify.com/v1/tracks/7MlAND46qL6L5npwOhbaZK,https://api.spotify.com/v1/audio-analysis/7MlAND46qL6L5npwOhbaZK,222981.0,4.0,47,False,['Steve Lacy'],[['rap']],[67],[73]
33,0.182,0.249,0.0,-11.835,1.0,0.0395,0.917,0.924,0.306,0.136,203.461,audio_features,66nc8Tv8zeo4N9ZSoG3kPI,spotify:track:66nc8Tv8zeo4N9ZSoG3kPI,https://api.spotify.com/v1/tracks/66nc8Tv8zeo4N9ZSoG3kPI,https://api.spotify.com/v1/audio-analysis/66nc8Tv8zeo4N9ZSoG3kPI,190511.0,3.0,45,False,['Steve Lacy'],[['rap']],[67],[73]
34,0.838,0.536,2.0,-6.288,1.0,0.0435,0.072,0.000259,0.208,0.89,119.956,audio_features,24G1PXBWoRgV0wDXZKwxzz,spotify:track:24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/tracks/24G1PXBWoRgV0wDXZKwxzz,https://api.spotify.com/v1/audio-analysis/24G1PXBWoRgV0wDXZKwxzz,224444.0,4.0,64,False,['Steve Lacy'],[['rap']],[67],[73]
35,0.419,0.587,9.0,-6.198,0.0,0.0557,0.0992,1.81e-05,0.117,0.0767,124.88,audio_features,37wiLIV2spnGipM2NE81yX,spotify:track:37wiLIV2spnGipM2NE81yX,https://api.spotify.com/v1/tracks/37wiLIV2spnGipM2NE81yX,https://api.spotify.com/v1/audio-analysis/37wiLIV2spnGipM2NE81yX,374352.0,3.0,44,True,['Steve Lacy'],[['rap']],[67],[73]
36,0.811,0.401,4.0,-4.909,1.0,0.0409,0.105,0.0,0.0785,0.815,86.023,audio_features,3tQvHTHrRc0nDylOzTWe7i,spotify:track:3tQvHTHrRc0nDylOzTWe7i,https://api.spotify.com/v1/tracks/3tQvHTHrRc0nDylOzTWe7i,https://api.spotify.com/v1/audio-analysis/3tQvHTHrRc0nDylOzTWe7i,100563.0,4.0,18,False,['Steve Lacy'],[['rap']],[30],[73]
37,0.573,0.707,5.0,-7.255,0.0,0.0944,0.0532,0.00231,0.0911,0.0577,136.222,audio_features,3iUw8z6KzHRD4TWhbASTkU,spotify:track:3iUw8z6KzHRD4TWhbASTkU,https://api.spotify.com/v1/tracks/3iUw8z6KzHRD4TWhbASTkU,https://api.spotify.com/v1/audio-analysis/3iUw8z6KzHRD4TWhbASTkU,544026.0,4.0,11,False,['Steve Lacy'],[['rap']],[30],[73]
38,0.482,0.788,7.0,-6.309,1.0,0.0425,0.113,0.00437,0.344,0.854,191.776,audio_features,0qDxddFqm7L9G6hMCauV1h,spotify:track:0qDxddFqm7L9G6hMCauV1h,https://api.spotify.com/v1/tracks/0qDxddFqm7L9G6hMCauV1h,https://api.spotify.com/v1/audio-analysis/0qDxddFqm7L9G6hMCauV1h,213798.0,4.0,24,False,['Steve Lacy'],[['rap']],[30],[73]
39,0.644,0.931,8.0,-5.343,0.0,0.0687,0.148,0.0558,0.386,0.912,174.881,audio_features,5lopGk03oyAx6N8jfJkpmG,spotify:track:5lopGk03oyAx6N8jfJkpmG,https://api.spotify.com/v1/tracks/5lopGk03oyAx6N8jfJkpmG,https://api.spotify.com/v1/audio-analysis/5lopGk03oyAx6N8jfJkpmG,109819.0,4.0,14,True,['Steve Lacy'],[['rap']],[30],[73]
40,0.815,0.731,5.0,-7.615,0.0,0.0795,0.0412,0.000263,0.215,0.497,128.968,audio_features,65m7lY8ZJ6t2G4ztrgJIZH,spotify:track:65m7lY8ZJ6t2G4ztrgJIZH,https://api.spotify.com/v1/tracks/65m7lY8ZJ6t2G4ztrgJIZH,https://api.spotify.com/v1/audio-analysis/65m7lY8ZJ6t2G4ztrgJIZH,141531.0,4.0,10,False,['Steve Lacy'],[['rap']],[30],[73]
41,0.543,0.59,9.0,-9.379,0.0,0.0393,0.0242,0.0404,0.577,0.741,79.882,audio_features,21kzrENBdohwosm6AMVqJG,spotify:track:21kzrENBdohwosm6AMVqJG,https://api.spotify.com/v1/tracks/21kzrENBdohwosm6AMVqJG,https://api.spotify.com/v1/audio-analysis/21kzrENBdohwosm6AMVqJG,183075.0,3.0,11,False,['Steve Lacy'],[['rap']],[30],[73]
42,0.824,0.716,0.0,-7.089,1.0,0.0526,0.000916,0.0148,0.299,0.771,107.994,audio_features,7DpaMEctC7QQ3zJSWkANh2,spotify:track:7DpaMEctC7QQ3zJSWkANh2,https://api.spotify.com/v1/tracks/7DpaMEctC7QQ3zJSWkANh2,https://api.spotify.com/v1/audio-analysis/7DpaMEctC7QQ3zJSWkANh2,160183.0,4.0,11,False,['Steve Lacy'],[['rap']],[30],[73]
43,0.61,0.439,0.0,-7.708,1.0,0.0339,0.983,0.00385,0.437,0.47,121.009,audio_features,2x4OZn1jWMKdT2PEEEqpsI,spotify:track:2x4OZn1jWMKdT2PEEEqpsI,https://api.spotify.com/v1/tracks/2x4OZn1jWMKdT2PEEEqpsI,https://api.spotify.com/v1/audio-analysis/2x4OZn1jWMKdT2PEEEqpsI,120770.0,4.0,9,True,['Steve Lacy'],[['rap']],[],[73]
44,0.421,0.887,0.0,-4.929,1.0,0.0574,0.18,0.00177,0.52,0.45,78.986,audio_features,09vxMHK78ZrxapE2Y9sv3m,spotify:track:09vxMHK78ZrxapE2Y9sv3m,https://api.spotify.com/v1/tracks/09vxMHK78ZrxapE2Y9sv3m,https://api.spotify.com/v1/audio-analysis/09vxMHK78ZrxapE2Y9sv3m,222981.0,4.0,10,False,['Steve Lacy'],[['rap']],[30],[73]
45,0.182,0.249,0.0,-11.835,1.0,0.0395,0.917,0.924,0.306,0.136,203.461,audio_features,07pAnI2l6fxsBScjbojtlp,spotify:track:07pAnI2l6fxsBScjbojtlp,https://api.spotify.com/v1/tracks/07pAnI2l6fxsBScjbojtlp,https://api.spotify.com/v1/audio-analysis/07pAnI2l6fxsBScjbojtlp,190511.0,3.0,9,False,['Steve Lacy'],[['rap']],[30],[73]
46,0.838,0.535,2.0,-6.302,1.0,0.0432,0.0751,0.000316,0.208,0.888,119.945,audio_features,095foEhooqEP6YmtvnOxLL,spotify:track:095foEhooqEP6YmtvnOxLL,https://api.spotify.com/v1/tracks/095foEhooqEP6YmtvnOxLL,https://api.spotify.com/v1/audio-analysis/095foEhooqEP6YmtvnOxLL,224444.0,4.0,28,False,['Steve Lacy'],[['rap']],[30],[73]
47,0.419,0.587,9.0,-6.198,0.0,0.0557,0.0992,1.81e-05,0.117,0.0767,124.88,audio_features,7ug5WdEDJK9QUez1hktPFw,spotify:track:7ug5WdEDJK9QUez1hktPFw,https://api.spotify.com/v1/tracks/7ug5WdEDJK9QUez1hktPFw,https://api.spotify.com/v1/audio-analysis/7ug5WdEDJK9QUez1hktPFw,374352.0,3.0,7,True,['Steve Lacy'],[['rap']],[30],[73]
48,0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1,audio_features,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,200693.0,4.0,66,False,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
49,0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067.0,4.0,82,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
50,0.826,0.579,8.0,-8.241,0.0,0.0801,0.00881,0.0,0.129,0.431,121.075,audio_features,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,212013.0,4.0,74,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
51,0.0,0.478,11.0,-16.569,0.0,0.0,0.927,0.0,0.335,0.0,0.0,audio_features,5e4LIAQI0bClLazNf2gZV0,spotify:track:5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/tracks/5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/audio-analysis/5e4LIAQI0bClLazNf2gZV0,14627.0,0.0,6,False,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
52,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227.0,4.0,69,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
53,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320.0,4.0,70,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
54,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,audio_features,1nXZnTALNXiPlvXotqHm66,spotify:track:1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/tracks/1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,210253.0,4.0,70,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
55,0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572,audio_features,0wEC0GNF74lAqrEFZJMl1m,spotify:track:0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/tracks/0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,179013.0,4.0,66,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
56,0.458,0.909,1.0,-6.553,1.0,0.487,0.0567,4.26e-06,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627.0,4.0,65,True,[],[],[85],[]
57,0.518,0.492,10.0,-8.436,0.0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387.0,4.0,71,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
58,0.638,0.522,8.0,-9.814,1.0,0.0932,0.352,0.0663,0.165,0.584,142.952,audio_features,5A0M6B0RBSXSNWv0wcppZ9,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/tracks/5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/audio-analysis/5A0M6B0RBSXSNWv0wcppZ9,161200.0,4.0,64,True,"['Tyler, The Creator']","[['hip hop', 'rap']]",[85],[86]
